"podcast","number","date","year","month","weekday","duration","host","title","summary","category","topic","guests"
"186","The Incomparable","194",2014-05-10,"2014","May","Saturday",114.216666666667,"Jason Snell","A Real Imaginary Friend","Grab your black cat and portable radio, climb on your mom’s broomstick, and join us for a king-sized discussion of Hayao Miyazaki’s classic animated film “Kiki’s Delivery Service.” This film features a climactic scene featuring an out-of-control dirigible, so you know we love it.","Movies","“Kiki’s Delivery Service.”","Merlin Mann, John Siracusa, Steve Lutz"
"187","The Incomparable","193",2014-05-03,"2014","May","Saturday",79.8833333333333,"Jason Snell","Don’t Worry, We Got This","The casting for “Star Wars: Episode VII” has been announced, and so our team of interested “Star Wars” fans has arrived to break down the returning actors, the new faces, and our hopes for the future of the franchise. Plus we talk Kremlinology and Soviet industrial design, lament a bag of villains, and confuse screenwriters with pasta.","Movies","Casting “Star Wars: Episode VII.”","Serenity Caldwell, Lisa Schmeiser, John Siracusa, Dan Moren, Andy Ihnatko"
"188","The Incomparable","192",2014-04-26,"2014","April","Saturday",78.9,"Jason Snell","Murderous Roomba","Danger, Will Robinson! It’s time to think outside the bots. We follow up our computer draft with a draft of favorite robots, androids, and other artificial intelligences. Also, we debate a whole lot about what makes a robot different from a computer. Kill all humans!","Special","A draft of favorite robots.","David J. Loehr, Monty Ashley, Erika Ensign, Steve Lutz"
"189","The Incomparable","191",2014-04-19,"2014","April","Saturday",50.75,"Jason Snell","They Don’t Make Them Anymore","Live from Macworld/iWorld in San Francisco, it’s the Incomparable Computer Draft! We pick the best computers of all time—real and fictional. (It goes off the rails quickly.)","Special","Computer draft, live from Macworld/iWorld.","Dan Moren, Serenity Caldwell, Jeff Carlson, Dan Frakes, David Sparks"
"190","The Incomparable","190",2014-04-12,"2014","April","Saturday",67.2,"Jason Snell","The Cloud is Run by Hydra","Grab your shield, steal your old uniform, and hop on your motorcycle, because it’s time for us to discuss “Captain America: The Winter Soldier.” It’s the latest Marvel movie, and even though Steve Rogers is the title character, there’s an awful lot of SHIELD in this movie, too. Does the franchise aspect of these films help or hurt? Are the action scenes more interesting than the urban disasters featured in most recent superhero movies? And is the Falcon really Cap’s only friend outside SHIELD? Also, we reveal the Hydra secret handshake.","Movies","“Captain America: The Winter Soldier.”","Tony Sindelar, Dan Moren, Guy English, Moisés Chiullan, Rene Ritchie"
"191","The Incomparable","19",2011-01-09,"2011","January","Sunday",65.2166666666667,"Jason Snell","This Podcast Never Existed","Hop in your time machine and listen to our latest Book Club installment—and then be sure to travel back and prevent the podcast from having ever been recorded, because time travel is tricky like that. We discuss “How to Live Safely in a Science Fictional Universe” and other time travel books we have liked.","Books","Time Travel Books","Glenn Fleishman, Scott McNulty"
"192","The Incomparable","189",2014-04-05,"2014","April","Saturday",120.183333333333,"Jason Snell","Using Computers to Impress Girls","Warm up your modem and turn your nuclear-launch key—it’s time to play Global Thermonuclear War! We discuss “WarGames,” the 1983 John Badham film starring Matthew Broderick, Dabney Coleman, and Ally Sheedy. Is this the ultimate film for computer nerds like us? How do the film’s Cold War themes contrast with its anti-technology themes? Can a computer make moral decisions? Why is there so much nerd shaming and sexism? And why do they let tour buses into the heart of America’s nuclear command? So many questions, Professor Falken, and so few remote-controlled pterodactyls.","Movies","“WarGames.”","Greg Knauss, John Siracusa, Andy Ihnatko, David J. Loehr"
"193","The Incomparable","188",2014-03-30,"2014","March","Sunday",96.4833333333333,"Jason Snell","Game Show II","In the spirit of April Fool’s Day, we present the second edition of The Incomparable Game Show. Two teams match up in a battle of trivia and pointlessness. (Or is that redundant?)","Special","Another Incomparable game show.","Glenn Fleishman, Greg Knauss, Steve Lutz, Monty Ashley, Erika Ensign"
"194","The Incomparable","187",2014-03-24,"2014","March","Monday",73,"Jason Snell","Man versus Mars","Our Book Club reconvenes to discuss “The Martian” by Andy Weir. It’s a nuts-and-bolts adventure about a stranded astronaut who uses his botany and engineering skills to stay alive on Mars. Did we mention botany? And engineering? There’s a lot of both. Also, we tell you what we’re reading.","Books","Book Club: “The Martian” by Andy Weir.","Lisa Schmeiser, Lex Friedman, Scott McNulty, John Moltz"
"195","The Incomparable","186",2014-03-15,"2014","March","Saturday",84.9333333333333,"Jason Snell","Kazoo Parade","We reconvene our Old Movie Club to watch two gritty early-1970s films that have been unfortunately remade in the last decade: “Get Carter” starring Michael Caine, and “The Taking of Pelham One Two Three” starring Walter Matthau. We learn about slide-based pornography, metaphors involving stick-shift cars, angry New York transit officers, kazoo parades, and so much more.","Movies","Old Movie Club: “Get Carter” and “The Taking of Pelham One Two Three.”","Steve Lutz, David J. Loehr, Philip Michaels"
"196","The Incomparable","185",2014-03-07,"2014","March","Friday",129.1,"Jason Snell","A Three-Edged Sword","It was the dawn of a new age—the rise of sci-fi shows with story arcs, complex characters, and computer-based special effects. “Babylon 5” was a trailblazing TV series and we give it the treatment it deserves in this double-sized episode. The curious can join us for a lengthy pre-Spoiler Horn conversation about why we like the show, and the veterans can stick around for detailed, spoilery conversations about where the show went during its five seasons on the air.","Shows","“Babylon 5,” for new viewers as well as veterans.","Erika Ensign, Michael Gartenberg, Chip Sudderth, Andy Ihnatko"
"197","The Incomparable","184",2014-03-01,"2014","March","Saturday",84.3833333333333,"Jason Snell","Genius Edition","Do you love cardboard and hate sanity? Then join us for our draft of favorite board games! We do some uranium mining on a donkey, propose a new trivia-themed podcast, debate the merits of Sanka versus Yuban, and discuss two different versions of Risk—three, if you count the version Tony invented where each Risk battle is settled by a full game of Monopoly.","Games","A draft of favorite board games.","Dan Moren, David J. Loehr, Monty Ashley, Erika Ensign, Tony Sindelar"
"198","The Incomparable","183",2014-02-22,"2014","February","Saturday",86,"Jason Snell","How I Sold Your Mother","Do you like sand? Then you may get upset as we conclude our discussion of “Star Wars: Episode II — Attack of the Clones,” in which we ponder the mystery of droid consciousness, fail to get excited about seeing our old friends from Episode I again, open a Variety Pack of monsters, debate Yoda’s fighting strategy, and talk John Siracusa off the ledge. Finally, we ponder whether it’s worse for a movie to be bad or boring. (Part 2 of 2.)","Movies","“Star Wars: Episode II — Attack of the Clones.” (Part 2 of 2.)","Dan Moren, John Siracusa, Monty Ashley, Serenity Caldwell, Steve Lutz"
"199","The Incomparable","182",2014-02-14,"2014","February","Friday",83.85,"Jason Snell","Full-Fledged Force Mullet","Against the advice of our doctors, we’re back with more prequels. This time it’s “Star Wars: Episode II — Attack of the Clones.” With three different opening statements, our podcast is about as bureaucratic as the Imperial Senate. We also discuss R2’s incompetence as a security system, ponder Anakin’s puzzling pick-up lines (and haircut), sympathize with the boring job of the Jedi, and question the plight of the Fett family and the clone troopers. (Part 1 of 2.)","Movies","“Star Wars: Episode II — Attack of the Clones.” (Part 1 of 2.)","John Siracusa, Steve Lutz, Serenity Caldwell, Dan Moren, Monty Ashley"
"200","The Incomparable","181",2014-02-08,"2014","February","Saturday",81.1333333333333,"Jason Snell","You’re the Christopher Reeviest","Harrison Ford is Indiana Jones, but will he always be? We discuss the interesting problem of replacing the face of your franchise, whether it’s Doctor Who or James Bond or Captain Kirk or Batman or Superman. Fortunately, we leave plenty of time for digressions into old TV shows (including “Three’s Company,” “Bewitched,” and “Magnum P.I.”) and anger the internet’s foremost Robocopians. Spoiler: In the end, Hollywood ruins everything.","Shows","Casting new actors in iconic parts.","Jason Brightman, Andy Ihnatko, Erika Ensign, David J. Loehr"
"201","The Incomparable","180",2014-02-02,"2014","February","Sunday",85.2666666666667,"Jason Snell","Locked-Shower Mystery","Unlock the front door to your mind palace, fake your death in numerous ways, and draw on a fake mustache! Season 3 of “Sherlock” is on our agenda, and we discuss all three episodes in turn. How does the introduction of Mary improve the cast dynamic? Does the middle episode sag as in past seasons, or prove to be a highlight? The game is on, Watson.","Not provided","Season 3 of the BBC’s “Sherlock.”","John Siracusa, Erika Ensign, Dan Moren, David J. Loehr, Serenity Caldwell, Moisés Chiullan"
"202","The Incomparable","18",2010-12-25,"2010","December","Saturday",50.1,"Jason Snell","Christmas with the Doctor","If you do something every Christmas for six years, it’s time to call it a tradition. And so we have to add the “Doctor Who” Christmas special to our lists. We enjoyed this year’s episode, “A Christmas Carol,” so much, we recorded this flash podcast to talk about it. Happy holidays, everyone.","Shows","Doctor Who Christmas Special (2010)","Dan Moren, Glenn Fleishman, Scott McNulty, Serenity Caldwell"
"203","The Incomparable","179",2014-01-26,"2014","January","Sunday",76.3333333333333,"Jason Snell","Thief-Based Economy","Our book club returns with discussion of two books! First we talk Scott Lynch’s “The Lies of Locke Lamora,” a fantasy book about a gang of thieves that are even outlaws to other thieves (spoiler horn at 12:00). Then it’s Ann Leckie’s “Ancillary Justice,” a space opera about AIs and ships and empires and corpse soldiers that brings Iain M. Banks to mind (starts at 28:48, spoilers at 33:22). Confusingly long prologues! Fun with gendered pronouns! Questionable burrito metaphors! Plus: What are we reading (starts at 68:13)?","Books","“The Lies of Locke Lamora” and “Ancillary Justice.”","Dan Moren, Scott McNulty, Monty Ashley"
"204","The Incomparable","178",2014-01-19,"2014","January","Sunday",61.9166666666667,"Jason Snell","A Smoother Yar","We continue selecting our favorite all-time console video games. John chooses the classics. Steve has a bad fur day. And Moisés continues his descent into madness. Boop beep beep boop! (Part 2 of 2)","Games","Console video games. (Part 2 of 2)","Moisés Chiullan, Steve Lutz, Tony Sindelar, John Siracusa, Greg Knauss"
"205","The Incomparable","177",2014-01-11,"2014","January","Saturday",58.95,"Jason Snell","Six-Pixel Sword","It’s time for us to select some of the very best console video games of all time. From Mario to Zelda, from sports to music, from Atari to Intellivision, we’ve got the entire history of the video-game industry covered. Are you a bad enough dude to listen? (Part 1 of 2)","Games","Console video games. (Part 1 of 2)","Greg Knauss, John Siracusa, Moisés Chiullan, Steve Lutz, Tony Sindelar"
"206","The Incomparable","176",2014-01-01,"2014","January","Wednesday",120.333333333333,"Jason Snell","Solo Adventures (Our 2013 Favorites)","We say goodbye to 2013 by listing our favorite stuff from the past year. We also recall our favorite podcast moments and read a whole bunch of listener comments. (This is a new episode, though it does contain a few classic Incomparable clips from 2013 and earlier.)","Special","Best stuff of 2013, plus our favorite podcast moments.","Dan Moren, Erika Ensign, Greg Knauss, John Siracusa, Steve Lutz"
"207","The Incomparable","175",2013-12-26,"2013","December","Thursday",60.05,"Jason Snell","War on Christmas","“Doctor Who” said farewell to Eleventh Doctor Matt Smith on Christmas Day. In an Incomparable Christmas tradition, we convened almost immediately after the airing of the episode to discuss “The Time of the Doctor” in great detail in an unedited live flashcast. Cyberman-head companions! A turkey that takes 300 years to cook in the vortex! Lots of past plot boxes checked! A teary farewell and regeneration! Kidneys of a dubious color! We break it all down.","Shows","“The Time of the Doctor” - A live, unedited reaction.","Dan Moren, David J. Loehr, Glenn Fleishman, Scott McNulty, Serenity Caldwell"
"208","The Incomparable","174",2013-12-22,"2013","December","Sunday",84.3166666666667,"Jason Snell","The Incomparable Christmas Spectacular","The Incomparable Radio Theater of the Air wishes a Merry Christmas to all, and to all a good night.","Special","The Incomparable Radio Theater of the Air wishes you all the best.","Andy Ihnatko, David J. Loehr, Erika Ensign, Glenn Fleishman, John Siracusa"
"209","The Incomparable","173",2013-12-14,"2013","December","Saturday",85.7166666666667,"Jason Snell","Santa-Based Christmas","‘Tis the season for holiday music! Unfortunately, while we unabashedly love the holidays, only some holiday music strikes our fancy. Join us as we talk about what makes a good holiday song and then stick around (if you dare) as we complain about some of the worst the season has to offer. Happy holidays, folks!","Music","Best and worst of Christmas music.","David J. Loehr, Erika Ensign, Lisa Schmeiser, Philip Michaels, Monty Ashley, Steve Lutz"
"210","The Incomparable","172",2013-12-07,"2013","December","Saturday",64.0166666666667,"Jason Snell","The Incomparable Holiday Vault 3","Holiday TV: There’s a lot of it, and some of it is good. A lot of it is bad. We talk about classics great and not-so-great and induct some very special shows into the Incomparable Holiday Vault. Also, Steve reveals a deep, dark secret.","Shows","Some favorite (and not so favorite) holiday TV.","David J. Loehr, Monty Ashley, Steve Lutz"
"211","The Incomparable","171",2013-11-29,"2013","November","Friday",97.6,"Jason Snell","Pirate Politics (A Winter Reading List)","Winter’s here and it’s time to light a fire, get under a blanket, and curl up with a good book. Our panelists are well read and of exquisite taste, so we’ve got a boatload of suggestions for you. From funny to serious, there’s a book in our list that will hit the spot the next time you’re looking for something to read.","Books","A large collection of books we think you should read.","David J. Loehr, Erika Ensign, Glenn Fleishman, Lisa Schmeiser, Scott McNulty"
"212","The Incomparable","170",2013-11-23,"2013","November","Saturday",44.9666666666667,"Jason Snell","Let Zygons Be Zygons","In this special unedited flashcast edition, we talk about the 50th Anniversary episode of Doctor Who, “The Day of the Doctor,” immediately after viewing it! It just about made our heads explode and we want to watch it again immediately. Join us for our post-episode breakdown of what we saw and what we liked.","Shows","The 50th Anniversary episode of Doctor Who, “The Day of the Doctor.”","Serenity Caldwell, Dan Moren, David J. Loehr, Scott McNulty"
"213","The Incomparable","17",2010-12-22,"2010","December","Wednesday",56.7,"Jason Snell","We’re Going to Need Some More Christmas Movies, I Guess","Is “Die Hard” the greatest Christmas movie ever made? Dan Moren thinks so. Others are less sure, but there’s no denying how great this seminal ’80s action flick is. We discuss John McClane’s adventure at Nakatomi Plaza, as well as other Christmas movies and TV shows we have loved.","Movies","“Die Hard”","Dan Moren, Greg Knauss, Steve Lutz"
"214","The Incomparable","169",2013-11-21,"2013","November","Thursday",91.3166666666667,"Jason Snell","A Man with a Long Scarf","50 years ago some very clever people invented “Doctor Who.” 50 years later we still love it. On the occasion of the show’s golden anniversary, here’s our unabashed lovefest for the BBC’s most clever invention. Four American fans discuss how we discovered the show, our favorite Doctors and stories, and the unique and welcoming culture of sci-fi fandom.","Shows","50 years of “Doctor Who.”","Erika Ensign, Chip Sudderth, Glenn Fleishman"
"215","The Incomparable","168",2013-11-16,"2013","November","Saturday",84.05,"Jason Snell","A Different Kind of Sleeper Agent","Pick up the clicker and join us for our conversation about the new TV season. We talk ABC’s “Marvel’s Agents of S.H.I.E.L.D.”, “Sleepy Hollow,” “The Blacklist,” “Brooklyn Nine-Nine,” “The Crazy Ones,” “The Michael J. Fox Show,” “Masters of Sex,” and also NBC’s “Dracula”—which we haven’t actually seen. Plus returning shows of note like “Parks and Recreation,” “Bob’s Burgers,” “How I Met Your Mother,” and “The Big Bang Theory.” We also talk about how exciting corporate synergy can be, Scott endorses a show you should watch if you have the channel it’s on, and we provide our pitch for “CSI: Dracula.”","Shows","“Marvel’s Agents of SHIELD,” “Sleepy Hollow,” and more fall TV.","Andy Ihnatko, Dan Moren, David J. Loehr, Scott McNulty"
"216","The Incomparable","167",2013-11-09,"2013","November","Saturday",86.5833333333333,"Jason Snell","Space Wizard Musical","Old Movie Club returns! We look at three films from 1952: “Singin’ in the Rain,” “High Noon,” and Best Picture winner (!) “The Greatest Show on Earth.” One of these movies is not like the others. Plus: The haunting repetition of Tex Ritter! Charlton Heston’s commitment to the circus! And Phil asks Jason what it feels like to have no soul! Travel back 61 years in time and join us, won’t you?","Movies","“Singin’ in the Rain,” “High Noon,” and “The Greatest Show on Earth.”","Philip Michaels, Lisa Schmeiser, David J. Loehr, Erika Ensign, Steve Lutz, Monty Ashley"
"217","The Incomparable","166",2013-11-03,"2013","November","Sunday",75.8666666666667,"Jason Snell","I Assume Everyone is Awful","Awful people can make great art. Nice people can write bad books. Can you separate the creator from the art? We struggle with Orson Scott Card and his (rightfully) classic novel “Ender’s Game” and go on to list other writers and series who we’ve hand to break up with. To make things not entirely disappointing, we also talk about authors and series that have never let us down.","Books","Separating authors from their art, and series that have disappointed us.","Lisa Schmeiser, Scott McNulty, Dan Moren, David J. Loehr"
"218","The Incomparable","165",2013-10-29,"2013","October","Tuesday",111.766666666667,"Jason Snell","Grieving for My Left Thumb","In this double-length episode we talk about two video games even non-gamers like Jason can enjoy, “Gone Home” and “Brothers.” We ponder what makes a game challenging, and if a game must be challenging to be good. John likes both games, but has a list of grievances. All disagreements will be settled with a duel of ’80s mixtapes at dawn! Plus: What other games are we playing?","Games","Video games “Brothers” and “Gone Home.”","Dan Moren, John Siracusa, Tony Sindelar, Steve Lutz"
"219","The Incomparable","164",2013-10-19,"2013","October","Saturday",85.0833333333333,"Jason Snell","Put In the Zom and Out Comes Com","Grab a pint and marinate your brain as we discuss the “Cornetto Trilogy,” three films by Simon Pegg and Edgar Wright that are linked in theme if not in characters: “Shaun of the Dead,” “Hot Fuzz,” and recent release “The World’s End.” Why aren’t there more smart genre comedies? How do Pegg and Wright so deftly handle different genres? How are these movies like the Commedia dell’arte? Why do Jason and Jeff want to punch Nick Frost, then hug him? Plus, we give even more Incomparable love to “Spaced.”","Movies","Pegg and Wright’s “Cornetto Trilogy” films.","Dan Moren, Serenity Caldwell, David J. Loehr, Jeff Carlson"
"220","The Incomparable","163",2013-10-11,"2013","October","Friday",68.7666666666667,"Jason Snell","What If Galactus Was Made of Jello?","The winner of our iTunes review contest had us read John Birmingham’s “Weapons of Choice,” which our Book Club used as a jumping-off point to talk about alt-history novels, time travel, military SF, and a whole lot more. You don’t need to read the book to appreciate the episode! Plus: What are we reading?","Books","Alt-history novels and military sci-fi.","David J. Loehr, Scott McNulty"
"221","The Incomparable","162",2013-10-04,"2013","October","Friday",52.7333333333333,"Jason Snell","Disintermediated Peep Shows","Live! From a (somewhat echoey, sorry) room in Portland Oregon, we talk about the exciting new world of Internet-aided content creation. How have sites like Kickstarter and Indiegogo and even Amazon changed how people create and consume books, movies, TV shows, and music? And what’s the missing piece of this content revolution?","Special","The indie content revolution, live from Portland, Oregon.","Glenn Fleishman, Greg Knauss, Jeff Carlson"
"222","The Incomparable","161",2013-10-01,"2013","October","Tuesday",105.133333333333,"Scott McNulty","Southern Skeleton","Bonus episode! Here’s an edited fourth installment of our Dungeons and Dragons campaign. Our heroes have made it inside a strange desert temple and have mostly not died… yet. But the night is young and the basins in this temple are full of an unknown magical fluid, so anything could happen!","Games","Part 4 of our Dungeons and Dragons campaign.","Dan Moren, Jason Snell, Serenity Caldwell, Steve Lutz, Tony Sindelar"
"223","The Incomparable","160",2013-09-27,"2013","September","Friday",100.966666666667,"Jason Snell","Super-Secret Sony MiniDiscs","Take the red pill and enter “The Matrix,” 1999’s influential sci-fi/action classic. Why does Morpheus talk like a fortune cookie? Is Keanu’s woodenness an asset or detriment? Was skeuomorphism the fall of man? And if we accept that living things can be used as batteries, why wouldn’t the machines just use cows? Grad students, we are about to blow your minds. Whoa.","Movies","“The Matrix.”","David J. Loehr, John Siracusa, Steve Lutz, Erika Ensign"
"224","The Incomparable","16",2010-12-19,"2010","December","Sunday",52.85,"Jason Snell","If You Love an Autobot, Set it Free","Happy holidays from everyone at The Incomparable. In this pre-Christmas edition we talk about beloved gifts from our childhood, and discover a strange collection of cruel parents as well as a Transformer tragedy.","Not provided","Christmas Gifts","Dan Moren, John Siracusa, Greg Knauss, Serenity Caldwell"
"225","The Incomparable","159",2013-09-19,"2013","September","Thursday",76.9166666666667,"Jason Snell","Full Shatner","We conclude the second Incomparable Film Festival with 21 more films we think are worth seeing, in fantasy draft format. Don’t miss the exciting Lightning Round, and stay tuned when it’s all over for our expert post-draft analysis! (Part 2 of 2.)","Movies","The 2nd annual Incomparable Film Festival. (2 of 2)","Dan Moren, David J. Loehr, Monty Ashley, Steve Lutz, Andy Ihnatko"
"226","The Incomparable","158",2013-09-14,"2013","September","Saturday",69.2833333333333,"Jason Snell","Peak Clooney","It’s time for the second Incomparable Film Festival! We pick 35 films that we think are worth seeing, in fantasy draft format. From horror to comedy to drama to sci-fi to kung-fu, we’ve got just about every genre covered. (Part 1 of 2.)","Movies","The 2nd annual Incomparable Film Festival. (1 of 2)","Andy Ihnatko, Dan Moren, David J. Loehr, John Siracusa, Monty Ashley, Steve Lutz"
"227","The Incomparable","157",2013-09-07,"2013","September","Saturday",75.2166666666667,"Jason Snell","Bros and Arrows","An entire comic book about Hawkeye, the lesser Marvel superhero with a bow and arrow? Okay… this looks bad. But seriously, bro, this is one of the very best comics being published today. We cover the first two trade-paperback editions of Fraction and Aja’s series, including Lucky the Pizza Dog, 50 Shades of Purple, and how hooking up a laserdisc player is similar to defusing a bomb. Hop on board and join us—we’re great at boats.","Comics","“Hawkeye” by Fraction and Aja.","Dan Moren, Lisa Schmeiser, Merlin Mann, Tony Sindelar"
"228","The Incomparable","156",2013-08-31,"2013","August","Saturday",75.1666666666667,"Jason Snell","Airline of Snitches","Special guest star Philip Michaels gives us an old-movie education with two caper movies from the 1950s, “The Lavender Hill Mob” and “The Killing.” One’s funny, one’s not, but both teach us that crime doesn’t pay! Plus young Stanley Kubrick, funnyman Alec Guinness, the second-greatest fight scene Steve has ever seen, and a guest appearance by General Eisenhower.","Movies","Two caper movies from the 1950s: “The Lavender Hill Mob” and “The Killing.”","Dan Moren, David J. Loehr, Steve Lutz, Philip Michaels"
"229","The Incomparable","155",2013-08-24,"2013","August","Saturday",64.7333333333333,"Jason Snell","The Cat Who Listened to Podcasts","A boy with no name travels to the end of the lane and discovers how a pond can be an ocean in Neil Gaiman’s brief and wonderful novel “The Ocean at the End of the Lane.” Also Dan explains Jason’s perfect vacation, there’s lots of talk about cats, why David has issues with Old Yeller, and we talk about other Neil Gaiman works that we like.","Books","Neil Gaiman’s “The Ocean at the End of the Lane.”","Dan Moren, David J. Loehr"
"230","The Incomparable","154",2013-08-17,"2013","August","Saturday",79.0833333333333,"Jason Snell","Seahorse on Line One","Do you like stories, love, and life? Then even if you’re not a regular comic book reader, you should read “Saga,” by Brian K. Vaughan and Fiona Staples. (Unless naked robot sex disturbs you, in which case you shouldn’t.) We cover the horns and the wings, bad connections on the interstellar cellphone network, seahorse agents, super space high school, a frog with a banjo, the wisdom of hiring a ghost as your babysitter, and much more.","Comics","“Saga” by Brian K. Vaughan and Fiona Staples.","Merlin Mann, Dan Moren, Tony Sindelar"
"231","The Incomparable","153",2013-08-10,"2013","August","Saturday",80.8333333333333,"Jason Snell","Monkey with a Tinfoil Sandwich","Load your shotgun, put on your clear plastic suit, and climb into that suspiciously humming box! We’re here to talk about three very different time-travel movies: “12 Monkeys,” “Looper,” and “Primer.” Is “Crazy Brad Pitt” a thing? If you met a younger version of yourself, would you fight or cuddle? Why is the apocalypse like Philadelphia? Also something about a Weeble in a time machine, we didn’t really understand that part.","Movies","Time-travel movies “Primer” “Looper” and “12 Monkeys.”","John Siracusa, Lex Friedman, Monty Ashley, David J. Loehr, Tony Sindelar"
"232","The Incomparable","152",2013-08-03,"2013","August","Saturday",66.6833333333333,"Jason Snell","The Comic-Con Episode","Live! From San Diego County! It’s a podcast where Jason Snell, Steve Lutz, and Greg Knauss drink beer and talk about Comic-Con, a glut of too much good media, the pros and cons of wearing costumes, Adventure Time, Glenn’s health scare, and much more. It’s slightly tipsy and more than slightly rambling, but we hope you’ll crack a beverage of your own and join us for this cocktail party.","Comics","A post-Comic-Con beer session with Steve Lutz and Greg Knauss.","Steve Lutz, Greg Knauss"
"233","The Incomparable","151",2013-07-27,"2013","July","Saturday",86.2,"Jason Snell","Not Technically Incest","Put on your red shirt, renew your blogging license, and swallow some alien bacteria! It’s time for our annual read of the five Hugo Award nominees for best novel. We liked some of them, we hated some of them, but we talked about all of them! But beware: The diabolical eyes of the Centers for Disease Control are watching us all.","Books","The 2013 Hugo Award Nominees.","Dan Moren, Glenn Fleishman, Monty Ashley, Scott McNulty"
"234","The Incomparable","150",2013-07-21,"2013","July","Sunday",81.5833333333333,"Jason Snell","I Look Forward to Ignoring Your Criticism","It’s our 150th episode! Since we don’t normally answer listener questions and read comments on the show, we’re devoting this episode to that very topic. We read your emails, your iTunes reviews, and your tweets, and announce a contest that will let one lucky listener choose the topic of a future episode. Are we too critical or not critical enough? Do we disagree too much or not enough? Plus: Why we’re not kidnapping Stephen Fry, a new magazine for apes, light eatage, and some Glenning.","Special","Listener feedback.","Dan Moren, Glenn Fleishman, John Siracusa, Scott McNulty, Steve Lutz, Serenity Caldwell"
"235","The Incomparable","15",2010-12-13,"2010","December","Monday",54.7666666666667,"Jason Snell","My Computer is Powered by Frisbees","Greetings, programs! It’s time to talk about “Tron” and the new sequel, “Tron Legacy.” Also, what’s the appropriate use of CGI? When should creators go back and use computers to “improve” their work? And does Jeff Bridges’ CGI doppelganger fall right into the middle of the Uncanny Valley?","Movies","Tron Movies","Dan Moren, John Siracusa, Serenity Caldwell, Greg Knauss"
"236","The Incomparable","149",2013-07-13,"2013","July","Saturday",87.9,"Jason Snell","Gleekless (A Superhero Draft)","The Incomparable’s Superhero Draft is now in session, and justice is on the clock! Hear our collection of panelists assemble several excellent super-teams. Who will inhabit the Hall of Justice? And why are Superman and Batman looking on forlornly? Are they just not team players? Take your Sharknado to the Evil Museum and ponder just why Iron Man might not be the hero you think he is.","Comics","Superhero draft.","Dan Moren, Lisa Schmeiser, Monty Ashley, Steve Lutz, Scott McNulty"
"237","The Incomparable","148",2013-07-04,"2013","July","Thursday",167.2,"Scott McNulty","Between Two Obelisks","Jason’s on vacation this week, so instead of a conventional episode, here’s an edited third installment of our Dungeons and Dragons campaign. Hot on the heels of the death of Eglath, our heroes step into the maelstrom and discover the secret of the stone temple on the other side. Also, is that a lobster? And who is that guy wearing a hat?","Games","Our Dungeons and Dragons campaign, part 3.","Jason Snell, Dan Moren, Steve Lutz, Serenity Caldwell, Tony Sindelar"
"238","The Incomparable","147",2013-06-29,"2013","June","Saturday",81.6833333333333,"Jason Snell","Space Fish","Though we were tempted to release this episode in eight 10-minute installments, we refrained. Our Book Club reconvenes to discuss John Scalzi’s novel “The Human Division,” which was initially released as a serial and later as a single-volume novel. Does the serialized format help or hurt? Is Scalzi’s return to his “Old Man’s War” universe a triumph? PLUS! We discuss all the short fiction nominated for the Hugo Award this year.","Books","John Scalzi’s “The Human Division” and Hugo-nominated short stories.","Dan Moren, Glenn Fleishman, Scott McNulty"
"239","The Incomparable","146",2013-06-21,"2013","June","Friday",92.4833333333333,"Jason Snell","Bashing Two Action Figures Together","Quick! Before the planet is destroyed! Climb on your Kryptonian dragonfly-horse thing and join us to discuss “Man of Steel,” the first in a new cycle of Superman movies. We debate the talents of director Zack Snyder, question the movie artistically and as a calculated act of commerce, praise a lot of very good things about the movie, and complain a whole lot about gleeful destruction and the accompanying property damage.","Movies","“Man of Steel.”","Dan Moren, John Siracusa, Moisés Chiullan"
"240","The Incomparable","145",2013-06-15,"2013","June","Saturday",75.8166666666667,"Jason Snell","He Lives By a Stupid Code","Winter is coming! Any day now. No, really… Wait for it… Hmm. In the meantime, here’s our review of this year’s “Game of Thrones” season, recorded with all of us in the same room! Haven’t seen it? Skip ahead an hour and listen to us talk about other TV shows we watched during the 2012-2013 TV season, including the finale of “Fringe.”","Shows","“Game of Thrones” season 3, and other 2012-13 TV.","Dan Moren, John Siracusa, Serenity Caldwell"
"241","The Incomparable","144",2013-06-09,"2013","June","Sunday",86.8666666666667,"Jason Snell","Hangin’ With the Totes","“My Neighbor Totoro” is an animated classic in which nothing much happens, but we love it anyway. We discuss how the movie is all about children’s fears of change, ponder the differences between subtitled and dubbed versions, and contemplate corn as a cure for tuberculosis. CREEPY!","Movies","“My Neighbor Totoro.”","John Siracusa, Steve Lutz, Merlin Mann"
"242","The Incomparable","143",2013-06-01,"2013","June","Saturday",107.6,"Jason Snell","The Best “Star Wars” Movie In Years","Press down on the warp lever and hide away your out-of-date continuity reference materials. It’s time for us to discuss J.J. Abrams’ reimagined Star Trek, with an emphasis on the new film “Star Trek Into Darkness.” Among our topics: The great casting in both movies, the merits of a Spock-to-Spock Skype call, McCoy’s Tribble-based scientific method, and the themes of self-sacrifice in the new movie. Plus we reference every single classic Star Trek movie along the way! And yes, there are spoilers. Lots and lots of spoilers.","Movies","“Star Trek Into Darkness” and J.J. Abrams’ “Star Trek.”","Dan Moren, John Siracusa, Scott McNulty, David J. Loehr"
